ENROLLMENTPIDM,GENDER,FIRST_GEN,LOW_SES,LGBTQ,AGE,Age Group,ETHNICITYROLLUP,MIDEAST,API,HISPANIC,CREDITHOURS,CR/NC,FIRSTTIMEATWVC,FIRSTSEM,FINAID2223,ZIPCODE,SPRADDR_CITY,STVEGOL_DESC,STVMAJR_DESC,TOTAL_UNITS_ATT,TOTAL_UNITS_EARNED,SHRLGPA_GPA_HOURS,SHRLGPA_QUALITY_POINTS,STVSTYP_DESC,EDLEVEL,High School,HSCODE,GRAD_YEAR,RESIDENCY_TYPE
1451459,Male,Y,Y,N,23,20-24,Hispanic,N,N,Y,3.0-5.9,Credit,No,201750,No,95051,Santa Clara,Associate & transfer to 4-yr,Engineering,141.5,82.5,87,219,Continuing Student,Received High School Diploma,Santa Clara High,433012,2017,AB540 Waiver
1451515,Female,N,N,N,25,25-29,Asian,N,Y,N,12.0-14.9,Credit,No,202130,No,95070,Saratoga,Associate & transfer to 4-yr,Computer Science,23,23,23,89,Continuing Student,Bachelor Degree or higher,Saratoga High,433776,2015,In state Resident
1451671,Male,N,N,N,25,25-29,Asian,N,Y,N,3.0-5.9,Credit,No,202170,No,95120,San Jose,Associate & transfer to 4-yr,"Biology, AST",11.5,11.5,11,44,Continuing Student,Bachelor Degree or higher,Bellarmine Cllege Preparatry,053080,2015,In state Resident
1455681,Male,N,N,N,25,25-29,White,N,N,N,12.0-14.9,Credit,No,201670,No,95070,Saratoga,Associate & transfer to 4-yr,"Ecology,Biodiversity&Conservtn",82,69,67,244,Continuing Student,Received High School Diploma,Saratoga High,433776,2015,In state Resident
1456526,Female,N,N,N,51,50+,White,N,N,N,3.0-5.9,Credit,No,201730,No,95120,San Jose,Associate & transfer to 4-yr,Studio Arts,36,36,36,144,Continuing Student,,,,,In state Resident
1457061,Female,Y,N,N,27,25-29,White,N,N,N,3.0-5.9,Credit,No,201710,No,95125,San Jose,Associate & transfer to 4-yr,Psychology,9.5,0,6,0,Returning Student,Received High School Diploma,Notre Dame High,694058,2013,In state Resident
1457123,Female,Y,Y,N,46,40-49,Hispanic,N,N,Y,3.0-5.9,Credit,No,202230,No,95138,San Jose,Associate & transfer to 4-yr,Accounting,35.5,3,5,0,Continuing Student,Associate Degree,Foreign High School,8XXXXX,1992,In state Resident
1457382,Female,N,Y,N,32,30-34,Hispanic,N,N,Y,6.0-8.9,Credit,No,201770,Yes,94303,Palo Alto,2-yr associate degree,Administration of Justice,72.5,61.5,61,178,Continuing Student,Received High School Diploma,Ulysses S. Grant Senior High,193379,2008,In state Resident
1458842,Female,Y,N,N,24,20-24,Asian,N,Y,N,3.0-5.9,Credit,No,202230,No,95129,San Jose,Associate & transfer to 4-yr,Spanish,5,5,5,20,Continuing Student,Bachelor Degree or higher,Cupertin High Schl,050718,2015,In state Resident
1459744,Female,Y,Y,N,32,30-34,Hispanic,N,N,Y,12.0-14.9,Credit,No,202070,Yes,95113,San Jose,Associate & transfer to 4-yr,Sociology,92,69,73,177,Continuing Student,Received High School Diploma,Pegasus High,433035,2008,In state Resident
1471354,Female,N,Y,N,21,20-24,Two or More,N,Y,N,6.0-8.9,Credit,No,201750,Yes,95118,San Jose,Mtg 4-yr college req-4yr stud,Biological Science,104,95,95,334,Returning Student,Associate Degree,Branham High Schl,433086,2019,In state Resident
1472059,Male,Y,Y,N,23,20-24,Hispanic,N,N,Y,9.0-11.9,Credit,No,201770,No,95008,Campbell,Associate & transfer to 4-yr,Business: Transfer,69,28,45,64,Continuing Student,Received High School Diploma,Westmont High,433850,2017,In state Resident
1472229,Female,N,Y,Y,23,20-24,Hispanic,N,N,Y,3.0-5.9,Credit,No,202170,Yes,95127,San Jose,2-yr associate degree,Psychology,42,18,23,35,Continuing Student,Received High School Diploma,James Lick High,433363,2017,In state Resident
1472374,Male,Y,Y,N,22,20-24,Hispanic,N,N,Y,9.0-11.9,Credit,No,201770,No,95117,San Jose,Discovery-career interest/goal,"Business Administrat 2.0, AS-T",91.5,75.5,72.5,217,Continuing Student,Received High School Diploma,Westmont High,433850,2017,In state Resident
1472442,Female,Y,Y,N,23,20-24,Hispanic,N,N,Y,6.0-8.9,Credit,No,201750,No,95132,San Jose,Associate & transfer to 4-yr,Communication Studies,128,67,63,201,Continuing Student,Received High School Diploma,Independence High,433003,2017,In state Resident
1472482,Female,Y,Y,N,23,20-24,Hispanic,N,N,Y,0.1-2.9,Credit,No,201750,No,95136,San Jose,Associate & transfer to 4-yr,Anthropology,63.5,54.5,51,197,Continuing Student,Received High School Diploma,Leland High,433352,2017,In state Resident
1472488,Male,N,N,N,22,20-24,White,N,N,N,9.0-11.9,Credit,No,201950,No,95030,Los Gatos,Associate & transfer to 4-yr,Accounting Clerk,59,42,45,123,Continuing Student,Received High School Diploma,Los Gatos High,433437,,In state Resident
1473230,Female,Y,Y,N,24,20-24,Hispanic,N,N,Y,6.0-8.9,Credit,No,201770,Yes,95112,San Jose,Associate & transfer to 4-yr,Liberal Arts: Soc & Beh Sci,102,80,77,219,Continuing Student,Received High School Diploma,Abraham Lincoln High,433379,2017,In state Resident
1473829,Female,U,Y,N,22,20-24,Hispanic,N,N,Y,15+,Credit,No,201770,No,95008,Campbell,Associate & transfer to 4-yr,Biological Science,111,93,90,258,Continuing Student,Received High School Diploma,Westmont High,433850,2017,In state Resident
1473980,Male,N,Y,N,21,20-24,Two or More,N,Y,N,3.0-5.9,Credit,No,201770,No,95032,Los Gatos,Vocational certificate,Web and App Design,100.5,92.5,91,287,Continuing Student,Received High School Diploma,Leigh High,433023,,In state Resident
1475271,Male,N,N,N,22,20-24,Hispanic,N,N,Y,9.0-11.9,Credit,No,201770,No,95132,San Jose,Associate & transfer to 4-yr,"Civil Track, AS",42.5,21.5,27,39,Continuing Student,Received High School Diploma,Piedmont Hills High Schl,433590,2017,In state Resident
1476048,Female,Y,Y,N,38,35-39,Asian,N,Y,N,9.0-11.9,Credit,No,201770,Yes,95130,San Jose,Associate & transfer to 4-yr,Medical Assistant,86.5,80.5,69,217,Continuing Student,Foreign 2ndr Diploma/Cert Grad,Foreign High School,8XXXXX,2002,In state Resident
1478118,Female,Y,N,N,42,40-49,White,N,N,N,3.0-5.9,Credit,No,201770,No,95128,San Jose,Associate & transfer to 4-yr,Economics,130.33,111.33,119.33,345.6,Continuing Student,Received High School Diploma,High School - Oregon,600370,1998,In state Resident
1478234,Male,N,N,N,23,20-24,White,N,N,N,3.0-5.9,Credit,No,201870,No,95129,San Jose,Associate & transfer to 4-yr,Computer Network Tech,118.5,71.5,89,207,Continuing Student,Received High School Diploma,Cupertino High,433179,2017,In state Resident
1478879,Female,Y,N,N,22,20-24,Hispanic,N,N,Y,3.0-5.9,Credit,No,201750,No,95020,Gilroy,Associate & transfer to 4-yr,Liberal Arts: Sci & Math,93,84,76,222,Continuing Student,Received High School Diploma,California Connections Academy,012584,2017,In state Resident
1480126,,N,N,Y,23,20-24,White,N,N,N,6.0-8.9,Credit,No,201770,No,95118,San Jose,Associate & transfer to 4-yr,Psychology,117.5,96.5,89,319,Continuing Student,Received High School Diploma,Willow Glen High,433895,2017,In state Resident
1480625,Female,Y,Y,N,32,30-34,Hispanic,N,N,Y,3.0-5.9,Credit,No,201770,No,95126,San Jose,Associate & transfer to 4-yr,Engineering,136.5,40.5,47,111,Continuing Student,Received High School Diploma,Oak Grove High,433520,2007,In state Resident
1481854,Male,N,N,N,28,25-29,White,N,N,N,12.0-14.9,Credit,Yes,,No,94087,Sunnyvale,Associate & transfer to 4-yr,Business Admininstration,,,,,Returning Student,Received High School Diploma,Homestead High,433331,2012,In state Resident
1482964,Male,N,N,N,43,40-49,Asian,N,Y,N,3.0-5.9,Credit,No,202230,No,95014,Cupertino,Associate & transfer to 4-yr,"Computer Info Systems, CERT",45.5,44.5,44.5,175,Continuing Student,Bachelor Degree or higher,Lynbrook High,433442,1997,In state Resident
1484437,Female,N,Y,N,42,40-49,White,N,N,N,9.0-11.9,Credit,No,201830,Yes,95124,San Jose,Vocational certificate,"Ecology,Biodiversity&Conservtn",207.5,196.5,159,545.5,Continuing Student,Bachelor Degree or higher,Henry M. Gunn High,433290,1998,In state Resident
1486190,Female,N,N,N,54,50+,Asian,N,Y,N,6.0-8.9,Credit,No,201830,No,95070,Saratoga,Associate & transfer to 4-yr,Undeclared,55,43,46,151,Continuing Student,Bachelor Degree or higher,Foreign High School,8XXXXX,1984,In state Resident
1486194,Female,N,Y,Y,23,20-24,White,N,N,N,9.0-11.9,Credit,No,201830,No,95131,San Jose,Associate & transfer to 4-yr,Interior Design,73,62,62,198,Continuing Student,Received High School Diploma,Piedmont Hills High Schl,433590,2016,In state Resident
1486365,Male,N,N,N,17,19 or Less,White,Y,N,N,3.0-5.9,Credit,No,202130,No,95128,San Jose,Associate & transfer to 4-yr,"Biology, AST",15,15,15,50,Continuing Student,Received High School Diploma,Abraham Lincoln High,433379,2020,In state Resident
1486440,Female,N,N,N,62,50+,Asian,N,Y,N,3.0-5.9,Credit,No,201830,No,95008,Campbell,Educational development,English,41,41,41,144,Continuing Student,Foreign 2ndr Diploma/Cert Grad,Foreign High School,8XXXXX,1978,In state Resident
1486918,Female,N,N,N,20,20-24,Hispanic,N,Y,Y,0.1-2.9,Credit,No,201850,No,95070,Saratoga,Associate & transfer to 4-yr,Music,49,49,49,159,Returning Student,Received High School Diploma,"Kings' Academy, The",696137,2020,In state Resident
1487984,Female,N,Y,N,22,20-24,White,N,N,N,3.0-5.9,Credit,No,201850,No,95008,Campbell,Maintain certificate/license,Psychology,122.5,86.5,80,280,Continuing Student,Received High School Diploma,Los Gatos High,433437,2018,In state Resident
1487996,Male,N,Y,N,22,20-24,Two or More,N,Y,N,9.0-11.9,Credit,No,201870,No,95070,Saratoga,Associate & transfer to 4-yr,Graphic Design,84.5,59,62,129,Continuing Student,Received High School Diploma,Westmont High,433850,2018,In state Resident
1488176,Male,N,Y,N,22,20-24,White,N,N,N,12.0-14.9,Credit,No,201870,Yes,95032,Los Gatos,Associate & transfer to 4-yr,Business Admininstration,85,44,44,117,Continuing Student,Received High School Diploma,Los Gatos High,433437,2018,In state Resident
1489169,Female,N,N,N,26,25-29,Hispanic,N,N,Y,9.0-11.9,Credit,No,201870,No,93905,Salinas,2-yr associate degree,Business Administration,79,19,37,61,Continuing Student,Received High School Diploma,Salinas High,273455,2014,In state Resident
1489316,Female,N,Y,N,21,20-24,White,N,N,N,6.0-8.9,Credit,No,201850,No,95032,Los Gatos,Associate & transfer to 4-yr,Early Childhood Education,91.5,55.5,55,149,Continuing Student,Received High School Diploma,Westmont High,433850,2018,In state Resident
1489378,Female,N,Y,N,22,20-24,White,N,N,N,6.0-8.9,Credit,No,201870,No,95119,San Jose,Associate & transfer to 4-yr,Liberal Arts: Soc & Beh Sci,65,65,60,203,Returning Student,Received High School Diploma,Santa Teresa High,433002,2018,Out of state Resident
1489531,Female,N,Y,N,22,20-24,Hispanic,N,Y,Y,6.0-8.9,Credit,No,201850,No,95125,San Jose,Associate & transfer to 4-yr,Business Administration,124.5,124.5,96,378,Continuing Student,Received High School Diploma,Willow Glen High,433895,2018,In state Resident
1489553,Male,N,N,N,20,20-24,Hispanic,N,N,Y,6.0-8.9,Credit,No,201850,No,95124,San Jose,Associate & transfer to 4-yr,Psychology,88,75,72.5,290,Continuing Student,Received High School Diploma,Leigh High,433023,2020,In state Resident
1489770,Male,N,N,N,22,20-24,White,N,N,N,0.1-2.9,Credit,No,201870,No,95124,San Jose,Associate & transfer to 4-yr,Graphic Design,81,51,69,123,Continuing Student,Received High School Diploma,Branham High Schl,433086,2018,In state Resident
1490262,Male,Y,Y,N,21,20-24,Hispanic,N,N,Y,3.0-5.9,Credit,No,201870,No,95112,San Jose,Associate & transfer to 4-yr,Architecture,129,121,118,391,Continuing Student,Received High School Diploma,Abraham Lincoln High,433379,2018,In state Resident
1490320,Female,N,N,N,22,20-24,Hispanic,N,N,Y,3.0-5.9,Credit,No,201850,No,95123,San Jose,Adv in career/update jobskills,"Biology, AST",16,16,16,53,Continuing Student,Bachelor Degree or higher,Santa Teresa High,433002,2017,In state Resident
1490396,Male,Y,N,N,22,20-24,White,N,N,N,15+,Credit,No,201850,No,95136,San Jose,2-yr associate degree,Business Administration,40.5,28.5,25,75,Continuing Student,Received High School Diploma,Gunderson High,433008,2018,In state Resident
1490825,Female,N,N,N,23,20-24,White,N,N,N,3.0-5.9,Credit,No,201850,No,95032,Los Gatos,Associate & transfer to 4-yr,Biological Science,23,20,20,50,Continuing Student,Bachelor Degree or higher,Leigh High,433023,2017,In state Resident
1491467,Male,N,N,N,22,20-24,Hispanic,N,N,Y,6.0-8.9,Credit,No,201870,No,95051,Santa Clara,Associate & transfer to 4-yr,Art,48,29,26,56,Continuing Student,Received High School Diploma,Cupertino High,433179,2018,In state Resident
1492411,Female,N,N,N,22,20-24,Two or More,N,Y,N,3.0-5.9,Credit,No,201870,No,95120,San Jose,Associate & transfer to 4-yr,Computer Arts:Animation,69.5,54.5,51.5,168,Continuing Student,Received High School Diploma,Pioneer High,433594,2018,In state Resident
1494508,Female,N,Y,Y,21,20-24,Asian,N,Y,N,6.0-8.9,Credit,No,201850,No,95148,San Jose,Associate & transfer to 4-yr,"Business Administrat 2.0, AS-T",136.5,131.5,118,456,Continuing Student,Received High School Diploma,Evergreen Valley High,433069,2018,In state Resident
1494576,Male,N,N,N,22,20-24,Hispanic,N,N,Y,12.0-14.9,Credit,No,201870,No,95008,Campbell,Associate & transfer to 4-yr,Undeclared,97,94,86,249,Continuing Student,Received High School Diploma,Westmont High,433850,,In state Resident
1496283,Male,N,N,N,20,20-24,Two or More,N,Y,N,6.0-8.9,Credit,No,202250,No,95035,Milpitas,Associate & transfer to 4-yr,"Computer Info. Systems, AS",59,59,59,182,Continuing Student,Certificate of CA HS Profic.,Othr CA High Sch - no CDS code,600050,2018,In state Resident
1496335,Female,N,Y,N,70,50+,Unknown,U,U,U,9.0-11.9,Credit,No,201870,Yes,95032,Los Gatos,Associate & transfer to 4-yr,Apparel Design,67,64,62,226,Continuing Student,,,,,In state Resident
1496406,Female,N,Y,N,22,20-24,White,N,N,N,9.0-11.9,Credit,No,201850,No,95008,Campbell,Associate & transfer to 4-yr,Psychology,71.5,62,61,163,Continuing Student,Received High School Diploma,Westmont High,433850,2018,In state Resident
1496487,Male,N,Y,N,21,20-24,Hispanic,N,N,Y,6.0-8.9,Credit,No,201870,No,95111,San Jose,Vocational certificate,Musical Theater: Theater Focus,65,41.5,43,82,Returning Student,Received High School Diploma,Monta Vista High,433446,2018,In state Resident
1496777,Female,U,Y,N,29,25-29,White,N,N,N,6.0-8.9,Credit,No,201870,No,94040,Mountain View,2-yr associate degree,Interior Design,59,53,52,180,Continuing Student,Foreign 2ndr Diploma/Cert Grad,Foreign High School,8XXXXX,2010,In state Resident
1496953,Female,Y,N,N,22,20-24,White,N,N,N,3.0-5.9,Credit,No,201870,No,95070,Saratoga,Associate & transfer to 4-yr,Communications Studies,140.5,120,125,409,Continuing Student,Foreign 2ndr Diploma/Cert Grad,Foreign High School,8XXXXX,2018,In state Resident
1497119,Male,N,N,N,22,20-24,White,N,N,N,3.0-5.9,Credit,No,201870,No,95132,San Jose,Associate & transfer to 4-yr,"Civil Track, AS",38.5,21,30,52,Continuing Student,Received High School Diploma,Milpitas High,433447,2018,In state Resident
1497398,Female,N,N,N,22,20-24,Hispanic,N,N,Y,3.0-5.9,Credit,No,201850,No,95111,San Jose,Associate & transfer to 4-yr,Liberal Arts,79.5,55.5,52,172,Continuing Student,Received High School Diploma,Summit Public School: Tahoma,012379,2018,In state Resident
1497418,Female,Y,Y,N,31,30-34,White,N,N,N,9.0-11.9,Credit,No,201870,Yes,95050,Santa Clara,Associate & transfer to 4-yr,Engineering,128,96,86,260,Continuing Student,,Foreign High School,8XXXXX,2010,In state Resident
1497460,Female,N,N,N,22,20-24,White,N,N,N,3.0-5.9,Credit,No,201870,No,95136,San Jose,Associate & transfer to 4-yr,Kinesiology AA,96,64,67,169,Continuing Student,Received High School Diploma,Willow Glen High,433895,2018,In state Resident
1497583,Female,N,Y,N,25,25-29,Hispanic,N,N,Y,12.0-14.9,Credit,No,202130,No,95032,Los Gatos,Associate & transfer to 4-yr,Sociology,54,31,30,117,Continuing Student,Received High School Diploma,Los Gatos High,433437,2015,In state Resident
1498159,Male,U,Y,N,72,50+,Asian,N,Y,N,3.0-5.9,Credit,No,201870,Yes,94080,South San Francisco,2-yr associate degree,Paralegal,230.5,218.5,99.5,318.5,Continuing Student,Bachelor Degree or higher,Foreign High School,9998HS,1966,In state Resident
1498437,Female,Y,N,N,22,20-24,Hispanic,N,N,Y,3.0-5.9,Credit,No,201870,No,95110,San Jose,Associate & transfer to 4-yr,"Biology, AST",40.5,40.5,40,123,Continuing Student,Received High School Diploma,Presentation High,694061,2022,In state Resident
1499026,Male,N,Y,N,23,20-24,White,N,N,N,9.0-11.9,Credit,No,201870,No,95032,Los Gatos,Associate & transfer to 4-yr,Communications Studies,76,59,56,130,Continuing Student,Received High School Diploma,Los Gatos High,433437,2018,In state Resident
1499325,Female,N,N,N,19,19 or Less,White,N,N,N,12.0-14.9,Credit,No,201870,No,95124,San Jose,Associate & transfer to 4-yr,Apparel Design,22,9.5,9,33,Continuing Student,Received High School Diploma,Branham High Schl,433086,2021,In state Resident
1499414,Female,Y,Y,N,19,19 or Less,White,N,N,N,12.0-14.9,Credit,No,201870,Yes,95008,Campbell,Associate & transfer to 4-yr,Architecture,59.5,53.5,52,195,Continuing Student,Received High School Diploma,Prospect High,433613,2020,In state Resident
1499611,Female,N,N,N,21,20-24,Filipino,N,Y,N,3.0-5.9,Credit,No,202070,No,95134,San Jose,Associate & transfer to 4-yr,"Business Administration, AST",67,63,67,215,Continuing Student,Received High School Diploma,Adrian Wilcox High,433880,,In state Resident
1499653,Female,Y,N,N,22,20-24,Hispanic,N,N,Y,3.0-5.9,Credit,No,202250,No,94086,Sunnyvale,Associate & transfer to 4-yr,"Graphic Design, AS",60.5,57.5,57,185,Continuing Student,Received High School Diploma,Homestead High,433331,2018,In state Resident
1499770,Male,N,N,N,28,25-29,Asian,N,Y,N,6.0-8.9,Credit,No,201930,No,95828,Sacramento,2-yr associate degree,Geology,18,15,15,51,Continuing Student,Bachelor Degree or higher,Foreign High School,8XXXXX,2013,In state Resident
1499874,Male,N,N,N,19,19 or Less,Two or More,N,Y,N,3.0-5.9,Credit,No,202070,No,95119,San Jose,Associate & transfer to 4-yr,Biological Science,82,72,70,239,Continuing Student,Received High School Diploma,Andrew P Hill High Schl,433299,2020,In state Resident
1501391,Female,N,N,N,50,50+,White,N,N,N,9.0-11.9,Credit,No,202130,No,95032,Los Gatos,Associate & transfer to 4-yr,Psychology,33.5,33.5,28,112,Continuing Student,Associate Degree,,,,In state Resident
1501567,Female,N,Y,N,28,25-29,Hispanic,N,N,Y,9.0-11.9,Credit,No,202230,No,94085,Sunnyvale,Associate & transfer to 4-yr,"Early Childhood Education, AS",80,65,65,175,Continuing Student,Received High School Diploma,Adrian Wilcox High,433880,2011,In state Resident
1502002,Male,U,N,N,22,20-24,Asian,N,Y,N,6.0-8.9,Credit,Yes,,No,95035,Milpitas,Associate & transfer to 4-yr,"Business Administration, AST",37,6,19,18,Continuing Student,Not graduate/not enrolled HS,Othr CA High Sch - no CDS code,600050,,In state Resident
1502485,Male,N,N,N,24,20-24,White,N,N,N,3.0-5.9,Credit,No,201930,No,95117,San Jose,Associate & transfer to 4-yr,Communication Studies,24,3,12,6,Continuing Student,Received High School Diploma,Prospect High,433613,2017,In state Resident
1503199,Female,Y,Y,N,19,19 or Less,Hispanic,N,N,Y,12.0-14.9,Credit,No,201930,Yes,95008,Campbell,Associate & transfer to 4-yr,English,34,34,34,91,Continuing Student,Received High School Diploma,Westmont High,433850,2021,In state Resident
1503684,Male,N,Y,N,47,40-49,Hispanic,N,N,Y,3.0-5.9,Credit,No,201930,Yes,95112,San Jose,Associate & transfer to 4-yr,Architecture,111,98,98,306,Continuing Student,Received High School Diploma,Mt. Pleasant High,433490,1994,In state Resident
1503869,Female,N,N,N,19,19 or Less,Hispanic,N,N,Y,6.0-8.9,Credit,No,202230,No,95008,Campbell,Associate & transfer to 4-yr,Early Childhood Education,6,0,3,0,Continuing Student,Received High School Diploma,Boynton High,433075,2021,In state Resident
1503886,Female,Y,Y,N,24,20-24,Hispanic,N,N,Y,6.0-8.9,Credit,No,201930,No,95122,San Jose,Associate & transfer to 4-yr,"Political Science, AAT",36,9,27,27,Returning Student,Received High School Diploma,Notre Dame High,694058,2016,In state Resident
1503926,Male,N,Y,N,22,20-24,White,N,N,N,9.0-11.9,Credit,No,201970,No,95008,Campbell,Associate & transfer to 4-yr,CIS:Computer Science,55.5,26,41,52,Continuing Student,Received High School Diploma,Westmont High,433850,,In state Resident
